"poiId"	"title"	"avgScore"	"allCommentNum"	"address"	"avgPrice"
"3292457"	"重庆秦妈火锅（王家湾店）"	"4.5"	"8342"	"汉阳区龙阳大道33号汉商21世纪购物中心3楼"	"50"
"192646236"	"嫩芽（帝斯曼店）"	"3.5"	"64"	"武昌区武珞路421号帝斯曼购物中心5F/08号"	"76"
"766151"	"李二鲜鱼村（金墩路店）"	"4"	"2418"	"江汉区金墩街红旗公寓门口（距汉口火车站约855米）"	"42"
"6200595"	"新粤粥府（鲁巷广场购物中心店）"	"3.7"	"6473"	"洪山区珞喻路726号鲁巷广场购物中心6层（地铁2号线光谷广场站F口）"	"49"
"191866276"	"韩时烤肉（楚河汉街店）"	"5"	"117"	"武昌区楚河汉街第三街区松竹路28号万达环球国际中心2号楼K6-S2-6"	"95"
"737759"	"楚山城菜馆（虎泉店）"	"4.3"	"2714"	"洪山区虎泉街87附6号(卓刀泉市场对面)"	"37"
"5571696"	"丽小馆·家料理（武商众圆广场店）"	"3.9"	"3600"	"青山区和平大道959号武商众圆广场5层509"	"49"
"192646236"	"嫩芽（帝斯曼店）"	"3.5"	"64"	"武昌区武珞路421号帝斯曼购物中心5F/08号"	"76"
"42542072"	"烤尚宫韩式自助餐厅（中核世纪广场店）"	"3.7"	"6619"	"蔡甸区汉阳大街中核世纪广场三楼"	"46"
"1496465"	"东北人烤肉之火石肉堂（汉商21世纪中心店）"	"4.2"	"9896"	"汉阳区汉阳大道577号汉商21世纪购物中心4层"	"48"
"191866276"	"韩时烤肉（楚河汉街店）"	"5"	"117"	"武昌区楚河汉街第三街区松竹路28号万达环球国际中心2号楼K6-S2-6"	"95"
"5131823"	"麦格芬牛排中西餐厅（万达广场店）"	"4"	"15119"	"蔡甸区东风大道111号万达广场万达金街（万达三号门附近）"	"44"
"5151532"	"六婆串串香（汉口城市广场店）"	"3.8"	"7085"	"江岸区后湖大道111号汉口城市广场1层（外围）"	"57"
"1762035290"	"桃花醉小酒馆（泛海城市广场店）"	"3.5"	"11"	"江汉区云杉路泛海城市广场悦海园9号商铺"	"72"
"6873328"	"八喜冰淇淋蛋糕（武胜路凯德店）"	"4.6"	"809"	"硚口区万安国际25楼2510室（地铁六号线武胜路站A出口向硚口方向前行40米至操场角路口）"	"104"
"42565232"	"豪大大香鸡排"	"5"	"1680"	"蔡甸区宁康路58号11栋附4"	"13"
"193326840"	"么肆烤肉（九全嘉店）"	"3.7"	"91"	"江夏区纸坊江夏大道与北华街交汇处九全嘉购物广场4层407/426号商铺"	"70"
"740750"	"凤爪烧烤"	"4.3"	"2701"	"武昌区武昌中华路都景园10号（近中华路派出所）"	"40"
"4426164"	"老三烤鱼"	"4.2"	"2740"	"蔡甸区三角湖路泰合百花公园观景楼2层23号商铺"	"33"
"158704112"	"东山真觉·茶食艺"	"4.5"	"0"	"江汉区淮海路泛海国际SOHO城7栋1205"	"232"
"744536"	"紫燕百味鸡（百步亭店）"	"3.9"	"3109"	"江岸区百步亭花园温馨苑D区5号商铺"	"20"
"6075167"	"贵哥卤肉卷（奥山世纪城店）"	"4"	"7384"	"青山区和平大道819号奥山世纪城B1层（沃尔玛门口）"	"9"
"193994566"	"伙结老武汉烧烤"	"4.2"	"34"	"蔡甸区经开金街东风大道111号"	"72"
"5633439"	"海贼王主题冰淇淋"	"4.8"	"2732"	"洪山区虎泉街创意坊1楼（地铁二号线虎泉站）"	"14"
"41605051"	"五谷渔粉（光谷天地店）"	"3.9"	"2095"	"洪山区关山大道关谷天地沃尔玛一楼（真快活美食乐园美食天地对面）"	"11"
"194851547"	"味王手抓海鲜"	"5"	"34"	"江夏区杨桥湖大道13附属3号"	"53"
"6023271"	"辣得跳（光谷天地店）"	"4"	"5967"	"洪山区关山大道光谷天地沃尔玛一楼美食街"	"13"
"1468978"	"简朴寨（黄鹤楼店）"	"3.9"	"3012"	"武昌区武珞路首义新村188号（首义广场欢乐城对面）"	"46"
"194374981"	"蟹乐轩（岳家嘴店）"	"3.5"	"4"	"武昌区洪山区欢乐大道深夜食堂隔壁"	"100"
"42522908"	"幸福时光蛋糕（光谷广场店）"	"3.9"	"2047"	"洪山区珞喻路998号光谷国际广场（中心花园第A幢A层099号房，近鲁巷广场，光谷大洋百货）"	"0"
"5792382"	"薄冰羊肉粉（华罗利广场店）"	"5"	"2016"	"洪山区民族大道华罗利广场2楼E02号"	"12"
"160911973"	"奈雪の茶（武汉天地店）"	"4"	"4"	"江岸区芦沟桥路48号武汉天地A4-3地块A4地块三期9号楼"	"31"
"4050450"	"川行天下（中百百货店）"	"3.7"	"8195"	"江夏区文华路37号中百百货5层"	"47"
"1556085"	"汉香宴域正宗秘制辣卤牛蛙"	"4.1"	"1946"	"江汉区民生路176号武汉万达商业广场B栋一层119号"	"54"
"194372422"	"么肆烤肉（天纵城店）"	"3.5"	"63"	"黄陂区盘龙城经济开发区汉口北大道天纵城广场3楼"	"69"
"1892707"	"一品韩山韩式自助烤肉（新世界百货店）"	"3.4"	"15017"	"江岸区江汉路118号港澳中心新世界百货5层（金汉斯旁）"	"43"
"40546993"	"老街烧烤（民生路总店）"	"3.9"	"4642"	"江汉区民生路187号（大洋百货侧对面，李二鲜鱼火锅一楼）"	"51"
"193570419"	"回味往事音乐酒馆（大智路店）"	"4.5"	"42"	"江岸区大智路大智無界·空中小镇二楼"	"76"
"6546524"	"老房子春江花月民风酒楼"	"4"	"2927"	"武昌区中北路252号普提金商务中心B座2F（近中北路）"	"65"
"41938493"	"永兴家味.湖北特色菜馆（永旺梦乐城店）"	"3.5"	"4598"	"东西湖区金银潭大道1号永旺梦乐城3层永旺百货内"	"41"
"63309900"	"蒸虾壹号烤全羊蒙古包（后湖店）"	"3.8"	"631"	"江岸区后湖大道与温馨路交汇处"	"124"
"42517472"	"湖北中核国际酒店·香榭丽舍西餐厅"	"3.7"	"715"	"蔡甸区凤凰山开发区凤凰路1号湖北中核国际酒店2楼香榭丽舍西餐厅"	"95"
"796883"	"鑫皇朝酒店"	"4.4"	"4727"	"青山区和平大道与建设一路路口南侧（就是鑫皇朝酒店）"	"58"
"842138893"	"艾丽蛋糕店·蛋糕定制甜品台定制"	"5"	"30"	"洪山区恒安路新世纪宝安花园一期C区1层C-15号商铺"	"58"
"40949324"	"鬼味炸炸"	"3.5"	"7902"	"汉阳区鹦鹉大道汉商银座小吃街后门（鬼味海鲜旁边）"	"15"
"41134530"	"一麻一辣（荟聚中心店）"	"3.3"	"1551"	"东西湖区园博大道1号荟聚中心4楼（轻轨竹叶海站）"	"54"
"195984480"	"新極膳壹号馆（循礼门店）"	"5"	"0"	"江汉区解放大道868号（美联假日酒店一楼大堂左侧）"	"340"
"41791178"	"熊哥海鲜烧烤（后湖店）"	"4.1"	"2073"	"江岸区秋桂街12号"	"37"
"750766"	"樱花雨寿司"	"5"	"3580"	"武昌区后长街80号黄鹤楼小区一期1-2层"	"24"
"192042435"	"么肆烤肉（人信汇店）"	"4.8"	"110"	"汉阳区龙阳大道人信汇C馆四楼（地铁3号线龙阳村站C出口）"	"70"
"2456671"	"满堂红串串香（江汉路步行街店）"	"4.3"	"26383"	"江岸区江汉路步行街126号新长盛广场4层"	"47"
"40161740"	"云间云贵传奇风味（永旺梦乐城店）"	"3.5"	"1879"	"东西湖区金银潭大道1号永旺梦乐城2层（近二号线金银潭A出口，常青花园对面）"	"55"
"193468330"	"摩卡cake私房蛋糕"	"5"	"151"	"江岸区姑嫂树路12号南国北都城市广场1栋12层11室"	"77"
"737724"	"汉和京都日本料理"	"4"	"1841"	"江汉区京汉大道826号与前进五路交汇处（循礼门地铁站C出口）"	"101"
"4647522"	"榴芒记（万达广场店）"	"4.4"	"6175"	"蔡甸区东风大道111号万达广场万达金街C51（出万达广场3号门右拐斜对面）"	"24"
"162017899"	"苏蟹阁阳澄湖大闸蟹（武昌静安路店）"	"3"	"1"	"武昌区静安路9号城市公园（简朴寨对面）"	"0"
"4128659"	"金滏山自助烤肉海鲜火锅（江汉路店）"	"3.5"	"40250"	"江汉区花楼街198号老鼠街商城3楼"	"45"
"6926612"	"百年川椒火锅.秘制小龙虾（光谷店）"	"3.9"	"1971"	"洪山区关山大道哈乐城2楼（保利时代）"	"82"
"193398526"	"徐记海鲜（光谷创业街店）"	"3.5"	"0"	"洪山区关山大道111号光谷时代广场4楼"	"235"
"41132609"	"蛋挞皇后（奥山世纪城店）"	"4.2"	"3057"	"青山区和平大道819号奥山世纪城B1层"	"12"
"2477825"	"味发现（大武汉1911店）"	"3.9"	"1294"	"江汉区新华路589号大武汉1911B座1层"	"49"
"193327411"	"么肆烤肉（大花岭店）"	"4.2"	"43"	"洪山区大花岭金桂街名城8090正门右侧良品铺子楼上"	"72"
"4177212"	"楚香巴土印象（群星城店）"	"3.8"	"4175"	"武昌区徐东大街120号群星城4层"	"48"
"40149531"	"豪大大香鸡排"	"3.9"	"2253"	"武昌区中北路普提金商务中心负一层021号"	"14"
"194383319"	"妥妥TOTAL'S烤肉料理（昙华林店）"	"4.1"	"18"	"武昌区中山路泛悦汇昙华林A1座星巴克二楼一整层"	"86"
"40791673"	"重庆岔的吃自助老火锅（欧利新天地店）"	"3.2"	"10967"	"江汉区江汉一路19号（璇宫饭店房）"	"50"
"40807181"	"薯格排骨（汉商21世纪店）"	"4.2"	"3181"	"汉阳区汉阳大道汉商21世纪4楼环球世宇电玩城后面"	"12"
"4454197"	"momo时光欢乐餐厅"	"4.9"	"1420"	"洪山区雄楚大道888号金地·雄楚一号购物广场室外一楼（武汉工程大学）"	"29"
"40129176"	"新世界酒店JIA Kitchen家餐厅"	"3.8"	"33"	"江汉区解放大道630号新世界酒店1楼"	"108"
"52074380"	"老街烧烤（汉街总店）"	"3.6"	"3446"	"武昌区中北路101号陈记炸酱面楼上"	"55"
"1891938"	"红庄园酒楼（天津路店）"	"4"	"364"	"江岸区天津路36号(近五芳斋)"	"91"
"1896980"	"润泽蛋糕店"	"4"	"35"	"武昌区武汉大学工学部网球场二号门面"	"10"
"42577829"	"起义门回民烧烤（天顺园店）"	"4.5"	"31"	"硚口区长风路天顺园小区708栋11-1号"	"44"
"2430820"	"小尾羊火锅酒楼"	"4"	"181"	"江岸区后湖二路与兴业南路交汇处（近公安局江岸分局）"	"72"
"41093480"	"胖怪牛（团结大道店）"	"4.1"	"975"	"武昌区团结大道长城嘉苑对面（君健超市旁）"	"58"
"737723"	"香宫中餐厅（香格里拉大酒店）"	"5"	"152"	"江岸区建设大道700号香格里拉大酒店2楼 "	"110"
"750940"	"田师傅香辣虾蟹（渣家路总店）"	"4.3"	"1010"	"江岸区渣家路132号志诚大厦一楼"	"48"
"6024906"	"琪尚·口味烧烤"	"4.2"	"102"	"江汉区万松园雪松路26号（巴厘龙虾旁边）"	"64"
"1897066"	"金马门国际美食百汇（珞喻路店）"	"4.5"	"5245"	"洪山区珞喻路87号君宜王朝大饭店5楼（近赛博数码广场）"	"156"
"740882"	"石烧咖啡（大智路店）"	"4"	"19"	"江岸区京汉大道929号（大智路老汉口火车站正对面）"	"47"
"5468962"	"印象橱窗（泛海城市广场店）"	"3.9"	"237"	"江汉区云彩路198号泛海城市广场6层"	"31"
"42268437"	"閑雲·野鹤"	"3.9"	"21"	"江汉区香港路388号浅水湾唐家墩9号荷花苑附近"	"164"
